$wmc,$dit,$noc,$cbo,$rfc,$lcom,$ca,$ce,$npm,$lcom3,$loc,$dam,$moa,$mfa,$cam,$ic,$cbm,$amc,$max_cc,$avg_cc,$<bug
0.0406086075346,0.204293478261,0.0,0.170984968354,0.0786878001601,0.0,0.0719936708861,0.4443359375,0.0839359504132,0.124686104956,0.0112680504694,0.0,0.583333333333,0.24375,0.126953125,0.0,0.0,0.0295952782462,0.0127118644068,0.0361111111111,T
0.143061516452,0.488944099379,0.0,0.164556962025,0.266808964781,0.00269480038266,0.0126582278481,0.5,0.265643447462,0.142609127009,0.054691123087,0.342857142857,0.0,0.493714285714,0.127551020536,0.666666666667,0.75,0.0786316550229,0.0357608493202,0.0592592592593,T
0.0971129391194,0.0760597826087,0.0,0.035996835443,0.17353004936,0.0,0.0,0.118489583333,0.18885588843,0.0617133246704,0.0389629275742,0.4875,0.0,0.0,0.10791015625,0.0,0.0,0.0565187605396,0.021186440678,0.0481481481481,F
0.0476871721507,0.669316770186,0.0,0.0379746835443,0.0400213447172,0.00230982889942,0.0253164556962,0.0833333333333,0.0295159386068,0.446428571429,0.00479746693746,0.0,0.0,0.672857142857,0.223214285714,0.666666666667,0.375,0.0158997831848,0.0178804246601,0.0529100529101,F
0.137100619933,0.0867130434783,0.0637104072398,0.0974683544304,0.203908751334,0.0237142433674,0.0243670886076,0.28875,0.0909090909091,0.0757921006563,0.0438411718613,0.219999999912,0.225641025641,0.202863157992,0.0340169271406,0.256666666667,0.385,0.0248863406408,0.00688396349413,0.0176,T
0.100010597149,0.210869565217,0.361990950226,0.239978902954,0.0516942369264,0.00561416746388,0.184599156118,0.182291666667,0.0,0.651041666667,0.00204691922665,0.0,0.0,0.0,0.390625,0.0,0.0,0.00252951096121,0.00869187309865,0.0493827160494,F
0.190748688603,0.128198757764,0.0,0.164556962025,0.400213447172,0.0,0.0506329113924,0.375,0.0,0.196862599107,0.105928069979,0.228571428343,0.351648351648,0.0,0.0801282049107,0.0,0.0,0.117413783532,0.0238405662134,0.042328042328,T
0.378185768028,0.473913043478,0.0,0.110759493671,0.324061721807,0.0190881693772,0.0184599156118,0.364583333333,0.301308539945,0.235098379557,0.0902003742024,0.777777778,0.17094017094,0.444444444,0.113028067057,0.486111111111,0.364583333333,0.0736534074199,0.026075619296,0.0617283950617,T
0.190748688603,0.128198757764,0.0,0.101265822785,0.233457844184,0.0223283460278,0.0126582278481,0.291666666667,0.383707201889,0.176711309598,0.0364607487247,0.685714285714,0.234432234432,0.0,0.0901442308036,0.0,0.0,0.0386931786461,0.00596014155336,0.039073015873,F
0.111270068352,0.128198757764,0.0,0.379746835443,0.0466915688367,0.0107792015306,0.354430379747,0.0833333333333,0.236127508855,0.446428571429,0.00134329074249,0.0,0.0,0.0,0.133928571429,0.0,0.0,0.0,0.00596014155336,0.042328042328,F
